"Date" "Value"
"2014-05-07" 635.23
"2014-05-08" 448.65
"2014-05-09" 466.45
"2014-05-10" 433.11
"2014-05-11" 407.05
"2014-05-12" 573.58
"2014-05-13" 534.01
"2014-05-14" 345.02
"2014-05-15" 195.22
"2014-05-16" 289.45
"2014-05-17" 419.24
"2014-05-18" 489.26
"2014-05-19" 513.03
"2014-05-20" 569.1
"2014-05-21" 545.73
"2014-05-22" 594.25
"2014-05-23" 605.82
"2014-05-24" 657.35
"2014-05-25" 642.36
"2014-05-26" 643.71
"2014-05-27" 634.29
"2014-05-28" 572.45
"2014-05-29" 459.96
"2014-05-30" 365.44
"2014-05-31" 477.19
"2014-06-01" 424.42
"2014-06-02" 314.36
"2014-06-03" 120.59
"2014-06-04" 144.19
"2014-06-05" 247.2
"2014-06-06" 325
"2014-06-07" 379.81
"2014-06-08" 330.51
"2014-06-09" 546.75
"2014-06-10" 483.3
"2014-06-11" 527.07
"2014-06-12" 597.05
"2014-06-13" 535.75
"2014-06-14" 560.12
"2014-06-15" 650.39
"2014-06-16" 571.78
"2014-06-17" 588.49
"2014-06-18" 640.8
"2014-06-19" 643.21
"2014-06-20" 636.49
"2014-06-21" 634.1
"2014-06-22" 611.46
"2014-06-23" 592.01
"2014-06-24" 618.48
"2014-06-25" 582.87
"2014-06-26" 636.83
"2014-06-27" 607.61
"2014-06-28" 607.8
"2014-06-29" 467.89
"2014-06-30" 433.85
"2014-07-01" 386.09
"2014-07-02" 458.18
"2014-07-03" 519.54
"2014-07-04" 263.35
"2014-07-05" 586.27
"2014-07-06" 440.43
"2014-07-07" 637.56
"2014-07-08" 535.33
"2014-07-09" 637.95
"2014-07-10" 639.11
"2014-07-11" 629.16
"2014-07-12" 625.58
"2014-07-13" 636.04
"2014-07-14" 439.43
"2014-07-15" 579.86
"2014-07-16" 556.89
"2014-07-17" 648.32
"2014-07-18" 663.51
"2014-07-19" 615.97
"2014-07-20" 626.19
"2014-07-21" 664.12
"2014-07-22" 649.45
"2014-07-23" 497.81
"2014-07-24" 651.2
"2014-07-25" 629.68
"2014-07-26" 538.49
"2014-07-27" 621.36
"2014-07-28" 482.66
"2014-07-29" 619.29
"2014-07-30" 606.68
"2014-07-31" 639.27
"2014-08-01" 649.99
"2014-08-02" 637.86
"2014-08-03" 643.14
"2014-08-04" 635.78
"2014-08-05" 447.39
"2014-08-06" 555.87
"2014-08-07" 665.13
"2014-08-08" 655.87
"2014-08-09" 646.42
"2014-08-10" 571.87
"2014-08-11" 613.67
"2014-08-12" 485.72
"2014-08-13" 578.69
"2014-08-14" 667.72
"2014-08-15" 621.19
"2014-08-16" 588.81
"2014-08-17" 462.29
"2014-08-18" 656.07
"2014-08-19" 562.64
"2014-08-20" 600.19
"2014-08-21" 631.89
"2014-08-22" 610.65
"2014-08-23" 633.45
"2014-08-24" 574.79
"2014-08-25" 550.94
"2014-08-26" 607.33
"2014-08-27" 320.2
"2014-08-28" 442.14
"2014-08-29" 586.03
"2014-08-30" 596.38
"2014-08-31" 396.66
"2014-09-01" 320.11
"2014-09-02" 501.99
"2014-09-03" 665.21
"2014-09-04" 639.87
"2014-09-05" 643.2
"2014-09-06" 455.06
"2014-09-07" 475.9
"2014-09-08" 416.2
"2014-09-09" 523.25
"2014-09-10" 364.34
"2014-09-11" 435.52
"2014-09-12" 409.41
"2014-09-13" 615.96
"2014-09-14" 485.74
"2014-09-15" 349.61
"2014-09-16" 357.49
"2014-09-17" 555.1
"2014-09-18" 647.43
"2014-09-19" 653.35
"2014-09-20" 595.68
"2014-09-21" 524.25
"2014-09-22" 535.33
"2014-09-23" 566.28
"2014-09-24" 578.54
"2014-09-25" 401.84
"2014-09-26" 288.23
"2014-09-27" 534.55
"2014-09-28" 325.24
"2014-09-29" 430.26
"2014-09-30" 427.12
"2014-10-01" 439.53
"2014-10-02" 601.88
"2014-10-03" 610.85
"2014-10-04" 630.12
"2014-10-05" 526.2
"2014-10-06" 590.59
"2014-10-07" 585.1
"2014-10-08" 542.34
"2014-10-09" 478.22
"2014-10-10" 565.19
"2014-10-11" 580.91
"2014-10-12" 588.85
"2014-10-13" 521.34
"2014-10-14" 481.91
"2014-10-15" 120.6
"2014-10-16" 165.94
"2014-10-17" 223.01
"2014-10-18" 385.71
"2014-10-19" 274.36
"2014-10-20" 210.14
"2014-10-21" 260.6
"2014-10-22" 440.76
"2014-10-23" 132.24
"2014-10-24" 225.89
"2014-10-25" 242.57
"2014-10-26" NA
"2014-10-27" 600.54
"2014-10-28" 588.22
"2014-10-29" 314.33
"2014-10-30" 340.74
"2014-10-31" 287.25
"2014-11-01" 428.54
"2014-11-02" 494.2
"2014-11-03" 492.73
"2014-11-04" 383.32
"2014-11-05" 480.38
"2014-11-06" 565.02
"2014-11-07" 333.88
"2014-11-08" 479.22
"2014-11-09" 234.82
"2014-11-10" 438.47
"2014-11-11" 557.22
"2014-11-12" 473.85
"2014-11-13" 402.13
"2014-11-14" 309.75
"2014-11-15" 394.36
"2014-11-16" 543.91
"2014-11-17" 510.81
"2014-11-18" 134.16
"2014-11-19" 129.6
"2014-11-20" 228.75
"2014-11-21" 329.63
"2014-11-22" 484.93
"2014-11-23" 544.47
"2014-11-24" 541.39
"2014-11-25" 272.1
"2014-11-26" 78.69
"2014-11-27" 142.96
"2014-11-28" 222.11
"2014-11-29" 466.21
"2014-11-30" 424.58
"2014-12-01" 194.92
"2014-12-02" 364.5
"2014-12-03" 507.4
"2014-12-04" 382.18
"2014-12-05" 299.87
"2014-12-06" 443.74
"2014-12-07" 168.31
"2014-12-08" 462.16
"2014-12-09" 303
"2014-12-10" 444.28
"2014-12-11" 266.39
"2014-12-12" 315.62
"2014-12-13" 365.89
"2014-12-14" 447.01
"2014-12-15" 478.24
"2014-12-16" 472.97
"2014-12-17" 512.86
"2014-12-18" 499.16
"2014-12-19" 449.77
"2014-12-20" 375.75
"2014-12-21" 404.89
"2014-12-22" 382.25
"2014-12-23" 372.29
"2014-12-24" 216.88
"2014-12-25" 197.92
"2014-12-26" 522.62
"2014-12-27" 518.41
"2014-12-28" 398.61
"2014-12-29" 259.94
"2014-12-30" 416.38
"2014-12-31" 399.98
"2015-01-01" 273.18
"2015-01-02" 518.05
"2015-01-03" 500.11
"2015-01-04" 397.13
"2015-01-05" 257.7
"2015-01-06" 249.08
"2015-01-07" 450.26
"2015-01-08" 312.09
"2015-01-09" 108.51
"2015-01-10" 222.1
"2015-01-11" 108.11
"2015-01-12" 262.38
"2015-01-13" 289.08
"2015-01-14" 233.61
"2015-01-15" 183.11
"2015-01-16" 80.49
"2015-01-17" 200.53
"2015-01-18" 291.87
"2015-01-19" 306.58
"2015-01-20" 500.44
"2015-01-21" 521.39
"2015-01-22" 511.62
"2015-01-23" 396.03
"2015-01-24" 88.84
"2015-01-25" 254.32
"2015-01-26" 167.34
"2015-01-27" 479.21
"2015-01-28" 420.33
"2015-01-29" 510.71
"2015-01-30" 144.99
"2015-01-31" 547.57
"2015-02-01" 571.45
"2015-02-02" 434.94
"2015-02-03" 257.34
"2015-02-04" 239.93
"2015-02-05" 135.79
"2015-02-06" 170.93
"2015-02-07" 294.6
"2015-02-08" 406.88
"2015-02-09" 548.7
"2015-02-10" 485.24
"2015-02-11" 430.52
"2015-02-12" 441.15
"2015-02-13" 386.87
"2015-02-14" 377.17
"2015-02-15" 534.28
"2015-02-16" 590.63
"2015-02-17" 586.29
"2015-02-18" 194.7
"2015-02-19" 201.14
"2015-02-20" 605.44
"2015-02-21" 608.99
"2015-02-22" 619.31
"2015-02-23" 577.34
"2015-02-24" 438.25
"2015-02-25" 604.76
"2015-02-26" 404.24
"2015-02-27" 193.94
"2015-02-28" 384.15
"2015-03-01" 281.91
"2015-03-02" 528
"2015-03-03" 618.77
"2015-03-04" 620.26
"2015-03-05" 594.55
"2015-03-06" 290.19
"2015-03-07" 407.96
"2015-03-08" 580.78
"2015-03-09" 633.2
"2015-03-10" 567.9
"2015-03-11" 212.95
"2015-03-12" 137.31
"2015-03-13" 308
"2015-03-14" 590.89
"2015-03-15" 416.11
"2015-03-16" 479.05
"2015-03-17" 532.98
"2015-03-18" 601.26
"2015-03-19" 595.46
"2015-03-20" 550.33
"2015-03-21" 610.79
"2015-03-22" 621.28
"2015-03-23" 541.91
"2015-03-24" 570.93
"2015-03-25" 606.58
"2015-03-26" 622.77
"2015-03-27" 152.83
"2015-03-28" 210.38
